Timestamp,J1,J2,J3,J4,J5,J6,Gripper,State
2025-04-07 09:26:14,4.349978446960449,-0.9500032228282471,1.4999812285052698,-2.1000095806517542,-1.5000141302691858,1.4999969005584717,N/A,Default
2025-04-07 09:26:16,4.349993705749512,-0.9499842089465638,1.499993149434225,-2.0999824009337367,-1.5000103155719202,1.5000004768371582,N/A,Moving to Pick
2025-04-07 09:26:21,4.349974632263184,-0.800006703739502,1.4999898115741175,-2.10001339534902,-1.500021759663717,1.5000157356262207,CLOSE,Gripper Action
2025-04-07 09:26:21,4.349974632263184,-0.800006703739502,1.4999898115741175,-2.10001339534902,-1.500021759663717,1.5000157356262207,N/A,Moving to UP
2025-04-07 09:26:23,4.349974632263184,-0.9799879354289551,1.500033203755514,-2.1000291309752406,-1.4999759832965296,1.4999780654907227,N/A,Moving
2025-04-07 09:26:25,4.610676288604736,-0.9669991892627259,1.4999983946429651,-2.2303315601744593,-1.3696654478656214,1.5869022607803345,N/A,Moving to Down
2025-04-07 09:26:29,4.949980735778809,-0.7400000852397461,1.499993149434225,-2.5999919376769007,-1.19997483888735,1.6999694108963013,OPEN,Gripper Action
2025-04-07 09:26:29,4.949980735778809,-0.7400000852397461,1.499993149434225,-2.5999919376769007,-1.19997483888735,1.6999694108963013,N/A,Release Default
2025-04-07 09:26:31,4.949995994567871,-0.9499996465495606,1.5000208059894007,-2.5999838314452113,-1.2000029722796839,1.6999729871749878,N/A,Default
2025-04-07 09:26:33,4.683723449707031,-0.9499877256206055,1.5000518004046839,-2.4124351940550746,-1.3125198523150843,1.512522578239441,N/A,Moving to Pick
2025-04-07 09:26:37,4.240009307861328,-0.7999876302531739,1.4999540487872522,-2.099997659722799,-1.4999826590167444,1.200005054473877,CLOSE,Gripper Action
2025-04-07 09:26:37,4.240009307861328,-0.7999876302531739,1.4999540487872522,-2.099997659722799,-1.4999826590167444,1.200005054473877,N/A,Moving to UP
2025-04-07 09:26:39,4.239990711212158,-0.9500186604312439,1.5000017325030726,-2.1000167332091273,-1.5000107924090784,1.1999931335449219,N/A,Moving
2025-04-07 09:26:41,4.49673318862915,-0.9499996465495606,1.500024143849508,-2.10001339534902,-1.3325594107257288,1.3674299716949463,N/A,Moving to Down
2025-04-07 09:26:44,4.700003147125244,-0.7999947828105469,1.5000136534320276,-2.099978586236471,-1.2000029722796839,1.4999933242797852,OPEN,Gripper Action
2025-04-07 09:26:44,4.700003147125244,-0.7999947828105469,1.5000136534320276,-2.099978586236471,-1.2000029722796839,1.4999933242797852,N/A,Release Default
2025-04-07 09:26:46,4.700003147125244,-0.9499686521342774,1.5000017325030726,-2.1000167332091273,-1.2000177542315882,1.5000475645065308,N/A,Default
2025-04-07 09:26:48,4.503015041351318,-0.8761744064143677,1.3522260824786585,-2.1985074482359828,-1.1015022436725062,1.2537081241607666,N/A,Moving to Pick
2025-04-07 09:26:52,4.30000114440918,-0.5599752229503174,1.2000091711627405,-2.2999712429442347,-0.9999821821795862,1.0000228881835938,CLOSE,Gripper Action
2025-04-07 09:26:52,4.30000114440918,-0.5599752229503174,1.2000091711627405,-2.2999712429442347,-0.9999821821795862,1.0000228881835938,N/A,Moving to UP
2025-04-07 09:26:54,4.300008296966553,-0.8734218639186402,1.2000158468829554,-2.299986501733297,-0.9999788443194788,1.0000348091125488,N/A,Moving
2025-04-07 09:26:56,4.5127081871032715,-0.7757541698268433,1.0690825621234339,-2.3654562435545863,-1.1308677832232874,1.196315884590149,N/A,Moving to Down
2025-04-07 09:27:00,4.94998025894165,-0.3700006765178223,0.799967114125387,-2.5000134907164515,-1.399970833455221,1.6000068187713623,OPEN,Gripper Action
2025-04-07 09:27:00,4.94998025894165,-0.3700006765178223,0.799967114125387,-2.5000134907164515,-1.399970833455221,1.6000068187713623,N/A,Release Default
2025-04-07 09:27:02,4.949976921081543,-0.5199935001185914,0.8000028769122522,-2.4999829731383265,-1.3999932448016565,1.5999913215637207,N/A,Default
2025-04-07 09:27:04,4.690899848937988,-0.5200004142573853,0.8000138441668909,-2.499998708764547,-1.4000089804278772,1.599960446357727,N/A,Moving to Pick
2025-04-07 09:27:08,4.300004482269287,-0.4025041621974488,0.7991569677935999,-2.100213666955465,-1.3999541441546839,1.1999508142471313,CLOSE,Gripper Action
2025-04-07 09:27:08,4.300004482269287,-0.4025041621974488,0.7991569677935999,-2.100213666955465,-1.3999541441546839,1.1999508142471313,N/A,Moving to UP
2025-04-07 09:27:10,4.299989223480225,-0.5402262967875977,0.8000262419330042,-2.474110265771383,-1.4000023047076624,1.5740853548049927,N/A,Moving
2025-04-07 09:27:12,4.609072685241699,-0.5499866765788575,0.8000262419330042,-2.4999829731383265,-1.3999999205218714,1.6000175476074219,N/A,Moving to Down
2025-04-07 09:27:16,4.669984817504883,-0.3900072139552613,0.799971882496969,-2.099997659722799,-1.2000106016742151,1.1999931335449219,OPEN,Gripper Action
2025-04-07 09:27:16,4.669984817504883,-0.3900072139552613,0.799971882496969,-2.099997659722799,-1.2000106016742151,1.1999931335449219,N/A,Release Default
